word_key,key,img_key,EnglishWord,PartOfSpeech,GeorgianWord,hint,priority,group,ExampleEnglish1,ExampleGeorgian1,tips
pull,pull_p3p,pull,They pull,verb-p3p,ისინი ქაჩავენ,verb,2,verbs,They pull the sled.,ისინი მარხილს ქაჩავენ.,
scared,scared,scared,Scared / Afraid,adjective,შეშინებული,adjective,1,general,The child is scared.,ბავშვი შეშინებულია.,Root is შიში (fear).
open_adj,open_adj,open_adj,Open,adjective,ღია,adjective,1,general,The door is open.,კარი ღიაა.,Also used for 'light' colors (e.g. ღია ლურჯი - light blue).
closed_adj,closed_adj,closed_adj,Closed,adjective,დახურული,adjective,1,general,The shop is closed.,მაღაზია დახურულია.,
empty,empty,empty,Empty,adjective,ცარიელი,adjective,1,general,The bottle is empty.,ბოთლი ცარიელია.,
full,full,full,Full,adjective,სავსე,adjective,1,general,The glass is full.,ჭიქა სავსეა.,
sweet,sweet,sweet,Sweet,adjective,ტკბილი,food,1,general,I love sweet wine.,ტკბილი ღვინო მიყვარს.,
hang,hang_inf,hang,to hang,verb-inf,დაკიდება,verb,2,verbs,to hang a picture on the wall,კედელზე სურათის დაკიდება,
hang,hang_p1s,hang,I hang,verb-p1s,მე ვკიდებ,verb,2,verbs,I hang my coat up.,მე ჩემს პალტოს ვკიდებ.,
hang,hang_p2s,hang,You hang,verb-p2s,შენ კიდებ,verb,2,verbs,You hang the clothes.,შენ ტანსაცმელს კიდებ.,
hang,hang_p3s,hang,He/She/It hangs,verb-p3s,ის კიდებს,verb,2,verbs,She hangs the painting.,ის ნახატს კიდებს.,
hang,hang_p1p,hang,We hang,verb-p1p,ჩვენ ვკიდებთ,verb,2,verbs,We hang the decorations.,ჩვენ დეკორაციებს ვკიდებთ.,
hang,hang_p2p,hang,You (pl) hang,verb-p2p,თქვენ კიდებთ,verb,2,verbs,You (pl) hang the lights.,თქვენ ნათურებს კიდებთ.,
hang,hang_p3p,hang,They hang,verb-p3p,ისინი კიდებენ,verb,2,verbs,They hang the sign.,ისინი აბრას კიდებენ.,
idea,idea,idea,Idea / Thought,noun,აზრი,abstract,1,general,That is a good idea.,ეგ კარგი აზრია.,"Can mean opinion, thought, or sense."
without,without,without,Without,preposition,გარეშე,preposition,1,general,Coffee without sugar.,ყავა შაქრის გარეშე.,Postposition: appears after the noun (noun + genitive case).
maybe,maybe,maybe,Maybe,adverb,შეიძლება,adverb,1,general,Maybe I will come tomorrow.,შეიძლება ხვალ მოვიდე.,Literally 'it is possible'.
interesting,interesting,interesting,Interesting,adjective,საინტერესო,adjective,1,general,It is a very interesting movie.,ძალიან საინტერესო ფილმია.,Root is ინტერესი (interest).
boring,boring,boring,Boring,adjective,მოსაწყენი,adjective,1,general,This lesson is boring.,ეს გაკვეთილი მოსაწყენია.,Root is მოწყენა (boredom).
tired,tired,tired,Tired,adjective,დაღლილი,adjective,1,general,I am very tired today.,დღეს ძალიან დაღლილი ვარ.,Root is დაღლა (fatigue).
sign,sign_inf,sign,to sign,verb-inf,ხელმოწერა,verb,2,verbs,Signing the contract is necessary,ხელშეკრულების ხელმოწერა აუცილებელია,
sign,sign_p1s,sign,I sign,verb-p1s,მე ვაწერ ხელს,verb,2,verbs,I sign the document.,მე დოკუმენტს ვაწერ ხელს.,
sign,sign_p2s,sign,You sign,verb-p2s,შენ აწერ ხელს,verb,2,verbs,You sign the card.,შენ ბარათს აწერ ხელს.,
sign,sign_p3s,sign,He/She/It signs,verb-p3s,ის აწერს ხელს,verb,2,verbs,She signs the letter.,ის წერილს აწერს ხელს.,
sign,sign_p1p,sign,We sign,verb-p1p,ჩვენ ვაწერთ ხელს,verb,2,verbs,We sign the contract.,ჩვენ კონტრაქტს ვაწერთ ხელს.,
sign,sign_p2p,sign,You (pl) sign,verb-p2p,თქვენ აწერთ ხელს,verb,2,verbs,You (pl) sign the petition.,თქვენ პეტიციას აწერთ ხელს.,
sign,sign_p3p,sign,They sign,verb-p3p,ისინი აწერენ ხელს,verb,2,verbs,They sign the agreement.,ისინი შეთანხმებას აწერენ ხელს.,
busy,busy,busy,Busy,adjective,დაკავებული,adjective,1,general,He is busy at work.,სამსახურში დაკავებულია.,
free_status,free_status,free_status,Free (not busy),adjective,თავისუფალი,adjective,1,general,Are you free tonight?,საღამოს თავისუფალი ხარ?,Also means 'free' (liberty) or 'empty'.
free_cost,free_cost,free_cost,Free (no cost),adjective,უფასო,adjective,1,general,This water is free.,ეს წყალი უფასოა.,Prefix უ- (without) + Root ფასი (price).
same,same,same,Same,adjective,იგივე,adjective,1,general,I want the same.,იგივე მინდა.,
different,different,different,Different,adjective,განსხვავებული,adjective,1,general,They are completely different.,სრულიად განსხვავებულია.,Root is სხვა (other).
ready,ready,ready,Ready,adjective,მზად,adjective,1,general,I am ready to go.,წასასვლელად მზად ვარ.,Usually used with the verb 'to be'.
shake,shake_inf,shake,to shake,verb-inf,ანჯღრევა,verb,2,verbs,to shake hands with someone,ვიღაცისთვის ხელის ჩამორთმევა,
shake,shake_p1s,shake,I shake,verb-p1s,მე ვანჯღრევ,verb,2,verbs,I shake the bottle.,მე ბოთლს ვანჯღრევ.,
shake,shake_p2s,shake,You shake,verb-p2s,შენ ანჯღრევ,verb,2,verbs,You shake your head.,შენ თავს აქნევ (ანჯღრევ).,
shake,shake_p3s,shake,He/She/It shakes,verb-p3s,ის ანჯღრევს,verb,2,verbs,The ground shakes.,მიწა ირყევა (ინჯღრევა).,
shake,shake_p1p,shake,We shake,verb-p1p,ჩვენ ვანჯღრევთ,verb,2,verbs,We shake the blanket.,ჩვენ საბანს ვაფერთხებთ (ვანჯღრევთ).,
shake,shake_p2p,shake,You (pl) shake,verb-p2p,თქვენ ანჯღრევთ,verb,2,verbs,You (pl) shake the tree.,თქვენ ხეს ანჯღრევთ.,
shake,shake_p3p,shake,They shake,verb-p3p,ისინი ანჯღრევენ,verb,2,verbs,They shake with fear.,ისინი შიშისგან ცახცახებენ (ინჯღრევიან).,
sure_certain,sure_cshake,shake_inf,shake,to shake,verb-inf,ანჯღრევა,verb,2,verbs,to shake hands with someone,ვიღაცისთვის ხელის ჩამორთმევა,
mirror,mirror,mirror,Mirror,noun,სარკე,home,1,general,Look in the mirror.,სარკეში ჩაიხედე.,
stairs,stairs,stairs,Stairs,noun,კიბე,home,1,general,Go up the stairs.,კიბეზე ადი.,Also means 'ladder'.
towel,towel,towel,Towel,noun,პირსახოცი,home,1,general,I need a dry towel.,მშრალი პირსახოცი მჭირდება.,Compound: პირი (face) + სახოცი (wiper).
wallet,wallet,wallet,Wallet,noun,საფულე,clothing,1,general,I lost my wallet.,საფულე დავკარგე.,Prefix სა- (place for) + Root ფული (money).
umbrella,umbrella,umbrella,Umbrella,noun,ქოლგა,clothing,1,general,"Take an umbrella, it is raining.","ქოლგა წაიღე, წვიმს.",
glasses,glasses,glasses,Glasses,noun,სათვალე,clothing,1,general,Where are my glasses?,სად არის ჩემი სათვალე?,Prefix სა- (for) + Root თვალი (eye).
fridge,fridge,fridge,Fridge,noun,მაცივარი,home,1,general,Put it in the fridge.,მაცივარში შედე.,Root is ცივი (cold). Literally 'that which cools'.
washing_machine,washing_machine,washing_machine,Washing machine,noun,სარეცხი მანქანა,home,1,general,The washing machine is broken.,სარეცხი მანქანა გაფუჭდა.,Literally 'laundry machine'.
charger,charger,charger,Charger,noun,დამტენი,electronics,1,general,Do you have a charger?,დამტენი გაქვს?,Root is ტენვა (to charge/fill).
backpack,backpack,backpack,Backpack,noun,ზურგჩანთა,clothing,1,general,This backpack is heavy.,ეს ზურგჩანთა მძიმეა.,Compound: ზურგი (back) + ჩანთა (bag).
need,need_inf,need,to need,verb-inf,საჭიროება,verb,1,verbs,It implies a necessity.,ეს საჭიროებაა.,Dative verb: The subject is the one needing.
need,need_p1s,need,I need,verb-p1s,მე მჭირდება,verb,1,verbs,I need water.,მე წყალი მჭირდება.,"Literally ""to me it is needed""."
need,need_p2s,need,You need,verb-p2s,შენ გჭირდება,verb,1,verbs,You need help.,შენ დახმარება გჭირდება.,
need,need_p3s,need,He/She/It needs,verb-p3s,მას სჭირდება,verb,1,verbs,He needs a doctor.,მას ექიმი სჭირდება.,Note the subject is 'Mas' (him/her).
need,need_p1p,need,We need,verb-p1p,ჩვენ გვჭირდება,verb,1,verbs,We need time.,ჩვენ დრო გვჭირდება.,
need,need_p2p,need,You (pl) need,verb-p2p,თქვენ გჭირდებათ,verb,1,verbs,Do you need anything?,რამე ხომ არ გჭირდებათ?,
need,need_p3p,need,They need,verb-p3p,მათ სჭირდებათ,verb,1,verbs,They need money.,მათ ფული სჭირდებათ.,
weather,weather,weather,Weather,noun,ამინდი,nature,1,general,What is the weather like?,როგორი ამინდია?,
cloud,cloud,cloud,Cloud,noun,ღრუბელი,nature,1,general,There is a dark cloud.,შავი ღრუბელი.,Also means 'sponge'.
rainy,rainy,rainy,Rainy,adjective,წვიმიანი,nature,1,general,It is a rainy day.,წვიმიანი დღეა.,From წვიმა (rain).
traffic_light,traffic_light,traffic_light,Traffic light,noun,შუქნიშანი,city,1,general,Stop at the traffic light.,შუქნიშანთან გაჩერდი.,Compound: შუქი (light) + ნიშანი (sign).
use,use_inf,use,to use,verb-inf,გამოყენება,verb,1,verbs,Using this is easy.,ამის გამოყენება ადვილია.,
use,use_p1s,use,I use,verb-p1s,მე ვიყენებ,verb,1,verbs,I use the computer.,მე კომპიუტერს ვიყენებ.,
use,use_p2s,use,You use,verb-p2s,შენ იყენებ,verb,1,verbs,Which phone do you use?,რომელ ტელეფონს იყენებ?,
use,use_p3s,use,He/She/It uses,verb-p3s,ის იყენებს,verb,1,verbs,He uses a map.,ის რუკას იყენებს.,
use,use_p1p,use,We use,verb-p1p,ჩვენ ვიყენებთ,verb,1,verbs,We use gas.,ჩვენ გაზს ვიყენებთ.,
use,use_p2p,use,You (pl) use,verb-p2p,თქვენ იყენებთ,verb,1,verbs,Do you use cards?,ბარათებს იყენებთ?,
use,use_p3p,use,They use,verb-p3p,ისინი იყენებენ,verb,1,verbs,They use the internet.,ისინი ინტერნეტს იყენებენ.,
crosswalk,crosswalk,crosswalk,Crosswalk,noun,ზებრა გადასვლა,city,1,general,Cross at the crosswalk.,ზებრაზე გადადი.,Locals often just say 'Zebra' (ზებრა).
pharmacy,pharmacy,pharmacy,Pharmacy,noun,აფთიაქი,location,1,general,Where is the pharmacy?,აფთიაქი სად არის?,
supermarket,supermarket,supermarket,Supermarket,noun,სუპერმარკეტი,location,1,general,It is a big supermarket.,დიდი სუპერმარკეტია.,
museum,museum,museum,Museum,noun,მუზეუმი,location,1,general,We are in the museum.,ჩვენ მუზეუმში ვართ.,
elevator,elevator,elevator,Elevator,noun,ლიფტი,home,1,general,Call the elevator.,ლიფტი გამოიძახე.,
restroom,restroom,restroom,Restroom,noun,საპირფარეშო,location,1,general,The restroom is occupied.,საპირფარეშო დაკავებულია.,Formal term. 'Tualeti' is also common.
passport,passport,passport,Passport,noun,პასპორტი,travel,1,general,Show me your passport.,პასპორტი მაჩვენეთ.,
show,show_inf,show,to show,verb-inf,ჩვენება,verb,1,verbs,Show me the way.,გზა მაჩვენე.,
show,show_p1s,show,I show,verb-p1s,მე ვაჩვენებ,verb,1,verbs,I show him the photo.,მას ფოტოს ვაჩვენებ.,
show,show_p2s,show,You show,verb-p2s,შენ აჩვენებ,verb,1,verbs,You show the ticket.,ბილეთს აჩვენებ.,
show,show_p3s,show,He/She/It shows,verb-p3s,ის აჩვენებს,verb,1,verbs,He shows me the room.,ის ოთახს მაჩვენებს.,
show,show_p1p,show,We show,verb-p1p,ჩვენ ვაჩვენებთ,verb,1,verbs,We show the city.,ქალაქს ვაჩვენებთ.,
show,show_p2p,show,You (pl) show,verb-p2p,თქვენ აჩვენებთ,verb,1,verbs,Show us the menu.,მენიუ გვაჩვენეთ.,(Imperative context)
show,show_p3p,show,They show,verb-p3p,ისინი აჩვენებენ,verb,1,verbs,They show a movie.,ფილმს აჩვენებენ.,
cash,cash,cash,Cash,noun,ნაღდი ფული,money,1,general,I pay with cash.,ნაღდი ფულით ვიხდი.,
receipt,receipt,receipt,Receipt,noun,ქვითარი,money,1,general,Take the receipt.,ქვითარი აიღეთ.,
napkin,napkin,napkin,Napkin,noun,სახოცი,food,1,general,Pass me a napkin.,სახოცი მომაწოდე.,
bill_check,bill_check,bill_check,Bill / Check,noun,ანგარიში,restaurant,1,general,"Bring the bill, please.",ანგარიში მომიტანეთ.,
onion,onion,onion,Onion,noun,ხახვი,food,1,general,I don't eat onion.,ხახვს არ ვჭამ.,
garlic,garlic,garlic,Garlic,noun,ნიორი,food,1,general,It has garlic.,მასში ნიორია.,
pepper,pepper,pepper,Pepper,noun,პილპილი,food,1,general,"Black pepper, please.","შავი პილპილი, გთხოვთ.",
wait,wait_inf,wait,to wait,verb-inf,ლოდინი,verb,1,verbs,Waiting is difficult.,ლოდინი რთულია.,
wait,wait_p1s,wait,I wait,verb-p1s,მე ველოდები,verb,1,verbs,I am waiting for the bus.,ავტობუსს ველოდები.,Implies waiting for something/someone.
wait,wait_p2s,wait,You wait,verb-p2s,შენ ელოდები,verb,1,verbs,Who are you waiting for?,ვის ელოდები?,
wait,wait_p3s,wait,He/She/It waits,verb-p3s,ის ელოდება,verb,1,verbs,He is waiting for a taxi.,ტაქსის ელოდება.,
wait,wait_p1p,wait,We wait,verb-p1p,ჩვენ ველოდებით,verb,1,verbs,We are waiting for a guest.,სტუმარს ველოდებით.,
wait,wait_p2p,wait,You (pl) wait,verb-p2p,თქვენ ელოდებით,verb,1,verbs,Are you waiting for us?,ჩვენ გველოდებით?,
wait,wait_p3p,wait,They wait,verb-p3p,ისინი ელოდებიან,verb,1,verbs,They are waiting outside.,გარეთ ელოდებიან.,
strawberry,strawberry,strawberry,Strawberry,noun,მარწყვი,food,1,general,I love fresh strawberries.,ახალი მარწყვი მიყვარს.,Pronounced: Mar-tsq-vi.
watermelon,watermelon,watermelon,Watermelon,noun,საზამთრო,food,1,general,This watermelon is sweet.,ეს საზამთრო ტკბილია.,Root word is ზამთარი (winter).
ice_cream,ice_cream,ice_cream,Ice cream,noun,ნაყინი,food,1,general,I want chocolate ice cream.,შოკოლადის ნაყინი მინდა.,
people,people,people,People,noun,ხალხი,people,1,general,There are many people.,ბევრი ხალხია.,"Grammatically singular, even though it means many."
guest,guest,guest,Guest,noun,სტუმარი,people,1,general,We have a guest tonight.,საღამოს სტუმარი გვყავს.,
boss,boss,boss,Boss / Elder,noun,უფროსი,people,1,general,My boss is busy.,ჩემი უფროსი დაკავებულია.,Also means 'senior' or 'older'.
writer,writer,writer,Writer,noun,მწერალი,job,1,general,He is a famous writer.,ის ცნობილი მწერალია.,Root is წერა (to write).
worker,worker,worker,Worker,noun,მუშა,job,1,general,The worker is tired.,მუშა დაღლილია.,Usually refers to manual labor.
bring_inanimate,bring_inanimate_inf,bring_inanimate,to bring (things),verb-inf,მოტანა,verb,1,verbs,Please bring water.,წყალი მომიტანე.,Imperative form used in requests.
bring_inanimate,bring_inanimate_p1s,bring_inanimate,I bring (am carrying),verb-p1s,მე მომაქვს,verb,1,verbs,I am bringing the wine.,ღვინო მომაქვს.,Literally 'I have it coming'.
bring_inanimate,bring_inanimate_p2s,bring_inanimate,You bring,verb-p2s,შენ მოგაქვს,verb,1,verbs,What are you bringing?,რა მოგაქვს?,
bring_inanimate,bring_inanimate_p3s,bring_inanimate,He/She/It brings,verb-p3s,მას მოაქვს,verb,1,verbs,He is bringing news.,ამბავი მოაქვს.,
bring_inanimate,bring_inanimate_p1p,bring_inanimate,We bring,verb-p1p,ჩვენ მოგვაქვს,verb,1,verbs,We are bringing food.,საჭმელი მოგვაქვს.,
bring_inanimate,bring_inanimate_p2p,bring_inanimate,You (pl) bring,verb-p2p,თქვენ მოგაქვთ,verb,1,verbs,Do you bring cash?,ნაღდი ფული მოგაქვთ?,
bring_inanimate,bring_inanimate_p3p,bring_inanimate,They bring,verb-p3p,მათ მოაქვთ,verb,1,verbs,They bring gifts.,საჩუქრები მოაქვთ.,
nowadays,nowadays,nowadays,Nowadays,adverb,დღესდღეობით,adverb,1,general,Nowadays it is expensive.,დღესდღეობით ძვირია.,
approximately,approximately,approximately,Approximately,adverb,დაახლოებით,adverb,1,general,Approximately ten minutes.,დაახლოებით ათი წუთი.,
almost,almost,almost,Almost,adverb,თითქმის,adverb,1,general,I am almost ready.,თითქმის მზად ვარ.,
straight_ahead,straight_ahead,straight_ahead,Straight ahead,noun,პირდაპირ,directions,1,general,Go straight ahead.,იარე პირდაპირ.,
far,far,far,Far,adjective,შორს,directions,1,general,Is it far from here?,აქედან შორს არის?,
jacket,jacket,jacket,Jacket,noun,ქურთუკი,clothing,1,general,Wear a warm jacket.,თბილი ქურთუკი ჩაიცვი.,
agree,agree_inf,agree,to agree,verb-inf,დათანხმება,verb,1,verbs,To agree is better.,დათანხმება ჯობია.,
agree,agree_p1s,agree,I agree,verb-p1s,მე ვეთანხმები,verb,1,verbs,I agree with you.,შენ გეთანხმები.,
agree,agree_p2s,agree,You agree,verb-p2s,შენ ეთანხმები,verb,1,verbs,Do you agree with this?,ამას ეთანხმები?,
agree,agree_p3s,agree,He/She/It agrees,verb-p3s,ის ეთანხმება,verb,1,verbs,He agrees with the plan.,გეგმას ეთანხმება.,
agree,agree_p1p,agree,We agree,verb-p1p,ჩვენ ვეთანხმებით,verb,1,verbs,We agree with the decision.,გადაწყვეტილებას ვეთანხმებით.,
agree,agree_p2p,agree,You (pl) agree,verb-p2p,თქვენ ეთანხმებით,verb,1,verbs,Do you agree with us?,ჩვენ გეთანხმებით?,
agree,agree_p3p,agree,They agree,verb-p3p,ისინი ეთანხმებიან,verb,1,verbs,They agree with everything.,ყველაფერს ეთანხმებიან.,
scarf,scarf,scarf,Scarf,noun,შარფი,clothing,1,general,I like your scarf.,შენი შარფი მომწონს.,
gloves,gloves,gloves,Gloves,noun,ხელთათმანები,clothing,1,general,Where are my gloves?,სად არის ხელთათმანები?,Compound: Hand (ხელი) + mitten (თათმანი).
socks,socks,socks,Socks,noun,წინდები,clothing,1,general,I need warm socks.,თბილი წინდები მჭირდება.,
belt,belt,belt,Belt,noun,ქამარი,clothing,1,general,Black leather belt.,შავი ტყავის ქამარი.,
success,success,success,Success,noun,წარმატება,abstract,1,general,I wish you success.,წარმატებას გისურვებ.,
business_matter,business_matter,business_matter,Business / Matter,noun,საქმე,abstract,1,general,I have a lot to do.,ბევრი საქმე მაქვს.,"Root is related to ქმნა (to create/make). Means job, case, or deed."
place,place,place,Place / Seat,noun,ადგილი,location,1,general,Is this seat free?,ეს ადგილი თავისუფალია?,Also implies 'location' or 'spot'.
way_road,way_road,way_road,Way / Road,noun,გზა,location,1,general,I am on the way.,გზაში ვარ.,Root of the word მოგზაურობა (travel).
can_able,can_able_inf,can_able,to be able (can),verb-inf,შეძლება,verb,1,verbs,It is impossible.,შეუძლებელია.,Dative verb: Subject is in dative case (requires -ს marker on names).
can_able,can_able_p1s,can_able,I can,verb-p1s,მე შემიძლია,verb,1,verbs,I can help you.,დახმარება შემიძლია.,
can_able,can_able_p2s,can_able,You can,verb-p2s,შენ შეგიძლია,verb,1,verbs,Can you come?,მოსვლა შეგიძლია?,
can_able,can_able_p3s,can_able,He/She/It can,verb-p3s,მას შეუძლია,verb,1,verbs,He can drive.,ტარება შეუძლია.,
can_able,can_able_p1p,can_able,We can,verb-p1p,ჩვენ შეგვიძლია,verb,1,verbs,We can go together.,ერთად წასვლა შეგვიძლია.,
can_able,can_able_p2p,can_able,You (pl) can,verb-p2p,თქვენ შეგიძლიათ,verb,1,verbs,Can you wait?,შეგიძლიათ დაელოდოთ?,
can_able,can_able_p3p,can_able,They can,verb-p3p,მათ შეუძლიათ,verb,1,verbs,They can do it.,ამის გაკეთება შეუძლიათ.,
everyone,everyone,everyone,Everyone / All,pronoun,ყველა,pronoun,1,general,Everyone is here.,ყველა აქ არის.,Grammatically singular in Georgian.
other,other,other,Other / Another,adjective,სხვა,adjective,1,general,I want the other one.,სხვა მინდა.,Distinct from მეორე (second).
correct,correct,correct,Correct / Right,adjective,სწორი,adjective,1,general,That is correct.,ეგ სწორია.,Also means 'straight' (as in a straight line).
do_make,do_make_inf,do_make,to do / to make,verb-inf,გაკეთება,verb,1,verbs,It is hard to do.,გაკეთება რთულია.,Contains the root კეთ (doing/good).
do_make,do_make_p1s,do_make,I do,verb-p1s,მე ვაკეთებ,verb,1,verbs,I am making coffee.,ყავას ვაკეთებ.,
do_make,do_make_p2s,do_make,You do,verb-p2s,შენ აკეთებ,verb,1,verbs,What are you doing?,რას აკეთებ?,
do_make,do_make_p3s,do_make,He/She/It does,verb-p3s,ის აკეთებს,verb,1,verbs,She does her job.,თავის საქმეს აკეთებს.,
do_make,do_make_p1p,do_make,We do,verb-p1p,ჩვენ ვაკეთებთ,verb,1,verbs,We are doing it now.,ახლა ვაკეთებთ.,
do_make,do_make_p2p,do_make,You (pl) do,verb-p2p,თქვენ აკეთებთ,verb,1,verbs,What are you doing today?,დღეს რას აკეთებთ?,
do_make,do_make_p3p,do_make,They do,verb-p3p,ისინი აკეთებენ,verb,1,verbs,They do nothing.,არაფერს აკეთებენ.,
today,today,today,Today,adverb,დღეს,time,1,general,Today is a good day.,დღეს კარგი დღეა.,Derived from დღე (day) + -ს (at).
name,name,name,Name,noun,სახელი,people,1,general,Write your name.,შენი სახელი დაწერე.,Derived from სახე (face).
quite,quite,quite,Quite / Enough,adverb,საკმაოდ,adverb,1,general,It is quite far.,საკმაოდ შორს არის.,Root is კმარა (enough).
important,important,important,Important,adjective,მნიშვნელოვანი,adjective,1,general,This is important.,ეს მნიშვნელოვანია.,Root is მნიშვნელობა (meaning/significance).
say_tell,say_tell_inf,say_tell,to say / to tell,verb-inf,თქმა,verb,1,verbs,I want to say something.,რაღაცის თქმა მინდა.,Irregular verb.
say_tell,say_tell_p1s,say_tell,I say,verb-p1s,მე ვამბობ,verb,1,verbs,I say the truth.,სიმართლეს ვამბობ.,
say_tell,say_tell_p2s,say_tell,You say,verb-p2s,შენ ამბობ,verb,1,verbs,What are you saying?,რას ამბობ?,
say_tell,say_tell_p3s,say_tell,He/She/It says,verb-p3s,ის ამბობს,verb,1,verbs,He says hello.,გამარჯობას ამბობს.,
say_tell,say_tell_p1p,say_tell,We say,verb-p1p,ჩვენ ვამბობთ,verb,1,verbs,We say no.,ჩვენ უარს ვამბობთ.,
say_tell,say_tell_p2p,say_tell,You (pl) say,verb-p2p,თქვენ ამბობთ,verb,1,verbs,How do you say it?,როგორ ამბობთ?,
say_tell,say_tell_p3p,say_tell,They say,verb-p3p,ისინი ამბობენ,verb,1,verbs,They say it is good.,ამბობენ კარგია.,
mistake,mistake,mistake,Mistake,noun,შეცდომა,abstract,1,general,It was my mistake.,ჩემი შეცდომა იყო.,Related to ცდომა (deviation/error).
soon,soon,soon,Soon,adverb,მალე,time,1,general,I will come soon.,მალე მოვალ.,Also used to mean 'quickly'.
late,late,late,Late,adverb,გვიან,time,1,general,It is too late.,ძალიან გვიანია.,Opposite of ადრე (early).
hand_arm,hand_arm,hand_arm,Hand / Arm,noun,ხელი,body,1,general,Wash your hands.,ხელები დაიბანე.,Root of ხელფასი (salary - literally 'hand-price').
leg_foot,leg_foot,leg_foot,Leg / Foot,noun,ფეხი,body,1,general,My leg hurts.,ფეხი მტკივა.,Also root of ფეხბურთი (football).
start,start_inf,start,to start / begin,verb-inf,დაწყება,verb,1,verbs,Let's start the lesson.,გაკვეთილი დავიწყოთ.,Root is წყ (water/source).
start,start_p1s,start,I start,verb-p1s,მე ვიწყებ,verb,1,verbs,I start work at 9.,მუშაობას 9-ზე ვიწყებ.,
start,start_p2s,start,You start,verb-p2s,შენ იწყებ,verb,1,verbs,When do you start?,როდის იწყებ?,
start,start_p3s,start,He/She/It starts,verb-p3s,ის იწყებს,verb,1,verbs,He starts the car.,მანქანას იწყებს (ქოქავს).,"(Note: For engines, იქოქება is specific, but იწყებს is general)."
start,start_p1p,start,We start,verb-p1p,ჩვენ ვიწყებთ,verb,1,verbs,We start today.,დღეს ვიწყებთ.,
start,start_p2p,start,You (pl) start,verb-p2p,თქვენ იწყებთ,verb,1,verbs,You start the game.,თამაშს იწყებთ.,
start,start_p3p,start,They start,verb-p3p,ისინი იწყებენ,verb,1,verbs,They start running.,სირბილს იწყებენ.,
again,again,again,Again / More,adverb,კიდევ,adverb,1,general,Do it again.,კიდევ გააკეთე.,"Also functions as 'and also', 'still', or 'more'."
more,more,more,More,adverb,უფრო,adverb,1,general,I want more.,უფრო მეტი მინდა.,Used to form comparatives: უფრო დიდი (bigger).
just_simply,just_simply,just_simply,Just / Simply,adverb,უბრალოდ,adverb,1,general,I am just looking.,უბრალოდ ვუყურებ.,From ბრალი (fault). Literally 'without fault'.
exactly,exactly,exactly,Exactly,adverb,ზუსტად,adverb,1,general,Exactly 5 o'clock.,ზუსტად 5 საათია.,Common one-word response to agree.
alone,alone,alone,Alone,adjective,მარტო,adjective,1,general,I am alone.,მარტო ვარ.,Related to მარტივი (simple/single).
together,together,together,Together,adverb,ერთად,adverb,1,general,Let's go together.,ერთად წავიდეთ.,Derived from ერთი (one). Literally 'as one'.
feel,feel_inf,feel,to feel,verb-inf,გრძნობა,verb,1,verbs,I feel good.,თავს კარგად ვგრძნობ.,Usually reflexive: 'I feel myself good'.
feel,feel_p1s,feel,I feel,verb-p1s,მე ვგრძნობ,verb,1,verbs,I feel cold.,სიცივეს ვგრძნობ.,
feel,feel_p2s,feel,You feel,verb-p2s,შენ გრძნობ,verb,1,verbs,Do you feel pain?,ტკივილს გრძნობ?,
feel,feel_p3s,feel,He/She/It feels,verb-p3s,ის გრძნობს,verb,1,verbs,He feels the wind.,ქარს გრძნობს.,
feel,feel_p1p,feel,We feel,verb-p1p,ჩვენ ვგრძნობთ,verb,1,verbs,We feel happy.,თავს ბედნიერად ვგრძნობთ.,
feel,feel_p2p,feel,You (pl) feel,verb-p2p,თქვენ გრძნობთ,verb,1,verbs,Do you feel better?,უკეთესად გრძნობთ თავს?,
feel,feel_p3p,feel,They feel,verb-p3p,ისინი გრძნობენ,verb,1,verbs,They feel fear.,შიშს გრძნობენ.,
hope,hope,hope,Hope,noun,იმედი,abstract,1,general,I have hope.,იმედი მაქვს.,Used with the verb 'to have' (მაქვს).
truth,truth,truth,Truth,noun,სიმართლე,abstract,1,general,Tell the truth.,სიმართლე თქვი.,Root is მართალი (true/right).
feeling,feeling,feeling,Feeling,noun,გრძნობა,abstract,1,general,I have a bad feeling.,ცუდი გრძნობა მაქვს.,Also means 'sense' (like sense of smell).
happiness,happiness,happiness,Happiness,noun,ბედნიერება,abstract,1,general,Money is not happiness.,ფული ბედნიერება არ არის.,Root is ბედი (fate/luck).
freedom,freedom,freedom,Freedom,noun,თავისუფლება,abstract,1,general,Freedom is important.,თავისუფლება მნიშვნელოვანია.,Literally 'Head-of-myself-ness' (Master of oneself).
mean_signify,mean_signify_inf,mean_signify,to mean / signify,verb-inf,ნიშნა,verb,1,verbs,What does it mean?,რას ნიშნავს?,Root is ნიშანი (sign).
mean_signify,mean_signify_p1s,mean_signify,I mean,verb-p1s,მე ვგულისხმობ,verb,1,verbs,I mean this one.,ამას ვგულისხმობ.,Literally 'I put in mind/heart'.
mean_signify,mean_signify_p2s,mean_signify,You mean,verb-p2s,შენ გულისხმობ,verb,1,verbs,What do you mean?,რას გულისხმობ?,
mean_signify,mean_signify_p3s,mean_signify,He/She/It means,verb-p3s,ის ნიშნავს,verb,1,verbs,It means yes.,ეს ნიშნავს დიახს.,"(Note: For definitions use ნიშნავს, for intent use გულისხმობს)."
